Transaction Number,Business Date,PLU/Barcode,Item,Quantity,Amount incl GST,Tax Amount,Tax Name,Tax Rate,Sales Type,Shift,Employee,Tender,Transaction Time,
"16235,""17/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""5.54"",""0.41"",""VAT 8%"",""8.00%"",""Regular Sales"",""79601"",""Employee, 5"",""Card"",""17/06/2022 06:37:17 PM"","
"16248,""17/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""79601"",""Employee, 5"",""Card"",""17/06/2022 07:30:27 PM"","
"16262,""17/06/2022"",""2000013625380"",""PRODUCT 2"",""1"",""107.96"",""20.19"",""VAT 23%"",""23.00%"",""Regular Sales"",""79601"",""Employee, 5"",""Card"",""17/06/2022 08:43:22 PM"","
"16269,""17/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""79601"",""Employee, 5"",""Fleet card"",""17/06/2022 08:57:53 PM"","
"16280,""17/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""79701"",""Employee, 10"",""Card"",""17/06/2022 09:42:11 PM"","
"254677,""17/06/2022"",""0000001352916"",""MOCCA"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""85302"",""Employee, 3"",""Cash PLN"",""17/06/2022 03:23:17 AM"","
"254677,""17/06/2022"",""0000001352916"",""MOCCA"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""85302"",""Employee, 3"",""Cash PLN"",""17/06/2022 03:23:17 AM"","
"254691,""17/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""85302"",""Employee, 3"",""Cash PLN"",""17/06/2022 05:26:06 AM"","
"254692,""17/06/2022"",""2000033113973"",""BAQUETTE NORWEGIAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""85302"",""Employee, 3"",""Card"",""17/06/2022 05:26:53 AM"","
"254726,""17/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""85402"",""Employee, 1"",""Cash PLN,Cash PLN"",""17/06/2022 07:24:43 AM"","
"254733,""17/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""85402"",""Employee, 1"",""Card"",""17/06/2022 07:38:38 AM"","
"254739,""17/06/2022"",""2000050110894"",""PRODUCT 4"",""1"",""50.98"",""9.53"",""VAT 23%"",""23.00%"",""Regular Sales"",""85402"",""Employee, 1"",""Card"",""17/06/2022 07:49:48 AM"","
"254745,""17/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""85402"",""Employee, 1"",""Cash PLN"",""17/06/2022 07:57:45 AM"","
"254755,""17/06/2022"",""0000001004097"",""LATTE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""85402"",""Employee, 1"",""Card"",""17/06/2022 08:50:47 AM"","
"254783,""17/06/2022"",""2000033113959"",""BAQUETTE AMERICAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""85402"",""Employee, 1"",""Card"",""17/06/2022 10:02:26 AM"","
"254791,""17/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""85402"",""Employee, 1"",""Cash PLN,Cash PLN"",""17/06/2022 10:17:35 AM"","
"254793,""17/06/2022"",""2000033114154"",""GRILLED SANDWICH CHICKEN"",""1"",""11.90"",""0.88"",""VAT 8%"",""8.00%"",""Regular Sales"",""85402"",""Employee, 1"",""GIFT CARD,GIFT CARD"",""17/06/2022 10:20:12 AM"","
"254799,""17/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""85402"",""Employee, 1"",""Cash PLN"",""17/06/2022 10:43:24 AM"","
"254802,""17/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""85402"",""Employee, 1"",""Cash PLN,Cash PLN"",""17/06/2022 10:57:21 AM"","
"254814,""17/06/2022"",""0000001429599"",""BAQUETTE SHRIMP"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""85402"",""Employee, 1"",""Card"",""17/06/2022 11:17:23 AM"","
"254860,""17/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""85502"",""Employee, 7"",""Cash PLN,Cash PLN"",""17/06/2022 01:56:02 PM"","
"254877,""17/06/2022"",""2000050110832"",""PRODUCT 1"",""1"",""119.96"",""22.43"",""VAT 23%"",""23.00%"",""Regular Sales"",""85502"",""Employee, 7"",""Fleet card"",""17/06/2022 03:15:55 PM"","
"254892,""17/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""85502"",""Employee, 7"",""Card"",""17/06/2022 05:21:06 PM"","
"254892,""17/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""85502"",""Employee, 7"",""Card"",""17/06/2022 05:21:06 PM"","
"254892,""17/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""85502"",""Employee, 7"",""Card"",""17/06/2022 05:21:06 PM"","
"254930,""17/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""85502"",""Employee, 7"",""Cash PLN,Cash PLN"",""17/06/2022 07:49:38 PM"","
"254963,""17/06/2022"",""2000033113973"",""BAQUETTE NORWEGIAN"",""1"",""4.89"",""0.36"",""VAT 8%"",""8.00%"",""Regular Sales"",""85502"",""Employee, 7"",""Card"",""17/06/2022 09:33:34 PM"","
"254963,""17/06/2022"",""0000001217733"",""BURGER CHICKEN"",""1"",""5.54"",""0.41"",""VAT 8%"",""8.00%"",""Regular Sales"",""85502"",""Employee, 7"",""Card"",""17/06/2022 09:33:34 PM"","
"254964,""17/06/2022"",""0000001429599"",""BAQUETTE SHRIMP"",""1"",""5.31"",""0.39"",""VAT 8%"",""8.00%"",""Regular Sales"",""85502"",""Employee, 7"",""Card"",""17/06/2022 09:34:59 PM"","
"254964,""17/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""5.31"",""0.39"",""VAT 8%"",""8.00%"",""Regular Sales"",""85502"",""Employee, 7"",""Card"",""17/06/2022 09:34:59 PM"","
"254966,""17/06/2022"",""2000033114161"",""GRILLED SANDWICH TUNA"",""1"",""3.75"",""0.28"",""VAT 8%"",""8.00%"",""Regular Sales"",""85502"",""Employee, 7"",""Card"",""17/06/2022 09:37:21 PM"","
"16307,""18/06/2022"",""0000001367965"",""BURGER RUMP STEAK"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""79801"",""Employee, 10"",""Cash PLN,Cash PLN"",""18/06/2022 01:38:37 AM"","
"16336,""18/06/2022"",""0000001004097"",""LATTE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""79901"",""Employee, 8"",""Cash PLN"",""18/06/2022 09:54:22 AM"","
"16357,""18/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""79901"",""Employee, 8"",""Card"",""18/06/2022 11:36:06 AM"","
"16367,""18/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""79901"",""Employee, 8"",""Cash PLN,Cash PLN"",""18/06/2022 12:22:59 PM"","
"16384,""18/06/2022"",""0000001367965"",""BURGER RUMP STEAK"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""80001"",""Employee, 5"",""Card"",""18/06/2022 01:32:26 PM"","
"16384,""18/06/2022"",""0000001217733"",""BURGER CHICKEN"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""80001"",""Employee, 5"",""Card"",""18/06/2022 01:32:26 PM"","
"16388,""18/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""80001"",""Employee, 5"",""Card"",""18/06/2022 01:54:03 PM"","
"16399,""18/06/2022"",""0000001352809"",""MOCCA FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""80001"",""Employee, 5"",""Card"",""18/06/2022 02:32:05 PM"","
"16399,""18/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""80001"",""Employee, 5"",""Card"",""18/06/2022 02:32:05 PM"","
"16404,""18/06/2022"",""0000001217733"",""BURGER CHICKEN"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""80001"",""Employee, 5"",""Cash PLN,Cash PLN"",""18/06/2022 02:46:36 PM"","
"16423,""18/06/2022"",""0000001004097"",""LATTE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""80001"",""Employee, 5"",""Card"",""18/06/2022 03:34:54 PM"","
"16485,""18/06/2022"",""0000001357048"",""BURGER VEGE"",""1"",""5.32"",""0.39"",""VAT 8%"",""8.00%"",""Regular Sales"",""80101"",""Employee, 4"",""Card"",""18/06/2022 10:19:54 PM"","
"16485,""18/06/2022"",""2000033114161"",""GRILLED SANDWICH TUNA"",""1"",""3.75"",""0.28"",""VAT 8%"",""8.00%"",""Regular Sales"",""80101"",""Employee, 4"",""Card"",""18/06/2022 10:19:54 PM"","
"16486,""18/06/2022"",""2000033113980"",""BAQUETTE COUNTRY"",""1"",""4.89"",""0.36"",""VAT 8%"",""8.00%"",""Regular Sales"",""80101"",""Employee, 4"",""Card"",""18/06/2022 10:21:46 PM"","
"16486,""18/06/2022"",""0000001429599"",""BAQUETTE SHRIMP"",""1"",""5.54"",""0.41"",""VAT 8%"",""8.00%"",""Regular Sales"",""80101"",""Employee, 4"",""Card"",""18/06/2022 10:21:46 PM"","
"16488,""18/06/2022"",""0000001338111"",""GRILLED SANDWICH VEGE"",""1"",""3.90"",""0.29"",""VAT 8%"",""8.00%"",""Regular Sales"",""80101"",""Employee, 4"",""Card"",""18/06/2022 10:42:14 PM"","
"16488,""18/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""5.55"",""0.41"",""VAT 8%"",""8.00%"",""Regular Sales"",""80101"",""Employee, 4"",""Card"",""18/06/2022 10:42:14 PM"","
"16488,""18/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""5.54"",""0.41"",""VAT 8%"",""8.00%"",""Regular Sales"",""80101"",""Employee, 4"",""Card"",""18/06/2022 10:42:14 PM"","
"255008,""18/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""85702"",""Employee, 4"",""Card"",""18/06/2022 04:35:45 AM"","
"255009,""18/06/2022"",""2000033113959"",""BAQUETTE AMERICAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""85702"",""Employee, 4"",""Cash PLN,Cash PLN"",""18/06/2022 04:38:54 AM"","
"255009,""18/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""85702"",""Employee, 4"",""Cash PLN,Cash PLN"",""18/06/2022 04:38:54 AM"","
"255036,""18/06/2022"",""0000001352916"",""MOCCA"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""85802"",""Employee, 1"",""Cash PLN,Cash PLN"",""18/06/2022 06:37:16 AM"","
"255042,""18/06/2022"",""2000050110894"",""PRODUCT 4"",""1"",""50.98"",""9.53"",""VAT 23%"",""23.00%"",""Regular Sales"",""85802"",""Employee, 1"",""BON TIR,Card"",""18/06/2022 07:13:44 AM"","
"255054,""18/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""85802"",""Employee, 1"",""Fleet card"",""18/06/2022 07:55:20 AM"","
"255056,""18/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""85802"",""Employee, 1"",""Card"",""18/06/2022 07:57:21 AM"","
"255067,""18/06/2022"",""0000001004097"",""LATTE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""85802"",""Employee, 1"",""Card"",""18/06/2022 08:45:05 AM"","
"255082,""18/06/2022"",""0000001217733"",""BURGER CHICKEN"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""85802"",""Employee, 1"",""Cash PLN,Cash PLN"",""18/06/2022 09:29:57 AM"","
"255093,""18/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""85802"",""Employee, 1"",""Card"",""18/06/2022 10:14:14 AM"","
"255120,""18/06/2022"",""2000050110641"",""PRODUCT 3"",""1"",""67.98"",""12.71"",""VAT 23%"",""23.00%"",""Regular Sales"",""85802"",""Employee, 1"",""Card"",""18/06/2022 11:13:21 AM"","
"255123,""18/06/2022"",""0000001006436"",""CARMEL MACCHIATO FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""85802"",""Employee, 1"",""Card"",""18/06/2022 11:22:12 AM"","
"255131,""18/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""85802"",""Employee, 1"",""Card"",""18/06/2022 11:38:41 AM"","
"255135,""18/06/2022"",""0000001352916"",""MOCCA"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""85802"",""Employee, 1"",""Card"",""18/06/2022 11:44:42 AM"","
"255145,""18/06/2022"",""0000001006436"",""CARMEL MACCHIATO FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""85802"",""Employee, 1"",""Card"",""18/06/2022 11:58:39 AM"","
"255153,""18/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""85802"",""Employee, 1"",""Card"",""18/06/2022 12:36:50 PM"","
"255170,""18/06/2022"",""0000001004097"",""LATTE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""85802"",""Employee, 1"",""Card"",""18/06/2022 01:05:07 PM"","
"255175,""18/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""85802"",""Employee, 1"",""Card"",""18/06/2022 01:13:20 PM"","
"255176,""18/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""85802"",""Employee, 1"",""Card"",""18/06/2022 01:27:57 PM"","
"255196,""18/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""85902"",""Employee, 2"",""Card"",""18/06/2022 02:59:23 PM"","
"255232,""18/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""85902"",""Employee, 2"",""Card"",""18/06/2022 06:25:18 PM"","
"255235,""18/06/2022"",""0000001006436"",""CARMEL MACCHIATO FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""85902"",""Employee, 2"",""Cash PLN"",""18/06/2022 06:28:36 PM"","
"255250,""18/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""85902"",""Employee, 2"",""Card"",""18/06/2022 07:52:14 PM"","
"255268,""18/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""85902"",""Employee, 2"",""Card"",""18/06/2022 09:35:02 PM"","
"16521,""19/06/2022"",""2000033113973"",""BAQUETTE NORWEGIAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""80301"",""Employee, 3"",""Card"",""19/06/2022 05:30:14 AM"","
"16527,""19/06/2022"",""0000001004100"",""CAPPUCINO"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""80301"",""Employee, 3"",""Cash PLN,Cash PLN"",""19/06/2022 05:49:19 AM"","
"16541,""19/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""80301"",""Employee, 3"",""Cash PLN,Cash PLN"",""19/06/2022 07:57:13 AM"","
"16548,""19/06/2022"",""0000001004097"",""LATTE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""80301"",""Employee, 3"",""Cash PLN,Cash PLN"",""19/06/2022 08:12:48 AM"","
"16548,""19/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""80301"",""Employee, 3"",""Cash PLN,Cash PLN"",""19/06/2022 08:12:48 AM"","
"16551,""19/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""80301"",""Employee, 3"",""Cash PLN,Cash PLN"",""19/06/2022 08:26:51 AM"","
"16589,""19/06/2022"",""0000001367965"",""BURGER RUMP STEAK"",""1"",""5.43"",""0.40"",""VAT 8%"",""8.00%"",""Regular Sales"",""80301"",""Employee, 3"",""Card"",""19/06/2022 10:50:55 AM"","
"16589,""19/06/2022"",""0000001217733"",""BURGER CHICKEN"",""1"",""5.44"",""0.40"",""VAT 8%"",""8.00%"",""Regular Sales"",""80301"",""Employee, 3"",""Card"",""19/06/2022 10:50:55 AM"","
"16592,""19/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""80301"",""Employee, 3"",""Cash PLN,Cash PLN"",""19/06/2022 10:57:25 AM"","
"16596,""19/06/2022"",""2000013625380"",""PRODUCT 2"",""1"",""159.96"",""29.91"",""VAT 23%"",""23.00%"",""Regular Sales"",""80301"",""Employee, 3"",""Fleet card"",""19/06/2022 11:01:44 AM"","
"16611,""19/06/2022"",""0000001004100"",""CAPPUCINO"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""80301"",""Employee, 3"",""Cash PLN,Cash PLN"",""19/06/2022 12:02:21 PM"","
"16611,""19/06/2022"",""0000001004100"",""CAPPUCINO"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""80301"",""Employee, 3"",""Cash PLN,Cash PLN"",""19/06/2022 12:02:21 PM"","
"16628,""19/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""80301"",""Employee, 3"",""Cash PLN,Cash PLN"",""19/06/2022 01:04:13 PM"","
"16752,""19/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""80401"",""Employee, 5"",""Cash PLN"",""19/06/2022 08:23:02 PM"","
"16761,""19/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""80401"",""Employee, 5"",""Card"",""19/06/2022 08:33:53 PM"","
"16772,""19/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""2.50"",""0.47"",""VAT 23%"",""23.00%"",""Regular Sales"",""80401"",""Employee, 5"",""Card"",""19/06/2022 08:53:52 PM"","
"16773,""19/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""80401"",""Employee, 5"",""Card"",""19/06/2022 09:00:19 PM"","
"16789,""19/06/2022"",""2000033114154"",""GRILLED SANDWICH CHICKEN"",""1"",""11.90"",""0.88"",""VAT 8%"",""8.00%"",""Regular Sales"",""80501"",""Employee, 3"",""Card"",""19/06/2022 09:20:16 PM"","
"16812,""19/06/2022"",""0000001367965"",""BURGER RUMP STEAK"",""1"",""5.10"",""0.38"",""VAT 8%"",""8.00%"",""Regular Sales"",""80501"",""Employee, 3"",""Card"",""19/06/2022 10:21:20 PM"","
"16812,""19/06/2022"",""0000001338111"",""GRILLED SANDWICH VEGE"",""1"",""3.60"",""0.27"",""VAT 8%"",""8.00%"",""Regular Sales"",""80501"",""Employee, 3"",""Card"",""19/06/2022 10:21:20 PM"","
"16812,""19/06/2022"",""2000033114154"",""GRILLED SANDWICH CHICKEN"",""1"",""3.60"",""0.27"",""VAT 8%"",""8.00%"",""Regular Sales"",""80501"",""Employee, 3"",""Card"",""19/06/2022 10:21:20 PM"","
"16813,""19/06/2022"",""0000001429599"",""BAQUETTE SHRIMP"",""1"",""5.55"",""0.41"",""VAT 8%"",""8.00%"",""Regular Sales"",""80501"",""Employee, 3"",""Card"",""19/06/2022 10:27:38 PM"","
"16813,""19/06/2022"",""0000001357048"",""BURGER VEGE"",""1"",""5.54"",""0.41"",""VAT 8%"",""8.00%"",""Regular Sales"",""80501"",""Employee, 3"",""Card"",""19/06/2022 10:27:38 PM"","
"255355,""19/06/2022"",""2000033113973"",""BAQUETTE NORWEGIAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""86202"",""Employee, 1"",""Card"",""19/06/2022 06:44:54 AM"","
"255355,""19/06/2022"",""2000033113980"",""BAQUETTE COUNTRY"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""86202"",""Employee, 1"",""Card"",""19/06/2022 06:44:54 AM"","
"255372,""19/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""86202"",""Employee, 1"",""Card"",""19/06/2022 09:14:23 AM"","
"255411,""19/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""2.50"",""0.47"",""VAT 23%"",""23.00%"",""Regular Sales"",""86202"",""Employee, 1"",""Cash PLN"",""19/06/2022 11:54:26 AM"","
"255411,""19/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""2.50"",""0.47"",""VAT 23%"",""23.00%"",""Regular Sales"",""86202"",""Employee, 1"",""Cash PLN"",""19/06/2022 11:54:26 AM"","
"255427,""19/06/2022"",""0000001004100"",""CAPPUCINO"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""86202"",""Employee, 1"",""Card"",""19/06/2022 12:39:45 PM"","
"255453,""19/06/2022"",""0000001217733"",""BURGER CHICKEN"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""86302"",""Employee, 9"",""Card"",""19/06/2022 02:53:20 PM"","
"255459,""19/06/2022"",""2000033113980"",""BAQUETTE COUNTRY"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""86302"",""Employee, 9"",""Card"",""19/06/2022 03:18:54 PM"","
"255536,""19/06/2022"",""2000033113973"",""BAQUETTE NORWEGIAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""86302"",""Employee, 9"",""Card"",""19/06/2022 09:12:49 PM"","
"255536,""19/06/2022"",""2000033113959"",""BAQUETTE AMERICAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""86302"",""Employee, 9"",""Card"",""19/06/2022 09:12:49 PM"","
"255573,""19/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""86402"",""Employee, 2"",""Cash PLN,Cash PLN"",""19/06/2022 10:31:07 PM"","
"255573,""19/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""86402"",""Employee, 2"",""Cash PLN,Cash PLN"",""19/06/2022 10:31:07 PM"","
"16853,""20/06/2022"",""2000033113973"",""BAQUETTE NORWEGIAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""80701"",""Employee, 10"",""Card"",""20/06/2022 05:32:31 AM"","
"16858,""20/06/2022"",""2000033114154"",""GRILLED SANDWICH CHICKEN"",""1"",""11.90"",""0.88"",""VAT 8%"",""8.00%"",""Regular Sales"",""80701"",""Employee, 10"",""Card"",""20/06/2022 05:43:38 AM"","
"16905,""20/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""80701"",""Employee, 10"",""Cash PLN,Cash PLN"",""20/06/2022 08:12:00 AM"","
"16908,""20/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""80701"",""Employee, 10"",""Card"",""20/06/2022 08:14:49 AM"","
"16917,""20/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""80701"",""Employee, 10"",""Card"",""20/06/2022 08:38:15 AM"","
"16921,""20/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""80701"",""Employee, 10"",""Card"",""20/06/2022 08:49:54 AM"","
"16926,""20/06/2022"",""2000033113980"",""BAQUETTE COUNTRY"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""80701"",""Employee, 10"",""Card"",""20/06/2022 09:00:14 AM"","
"16926,""20/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""80701"",""Employee, 10"",""Card"",""20/06/2022 09:00:14 AM"","
"16926,""20/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""80701"",""Employee, 10"",""Card"",""20/06/2022 09:00:14 AM"","
"16927,""20/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""80701"",""Employee, 10"",""Cash PLN,Card"",""20/06/2022 09:02:00 AM"","
"16929,""20/06/2022"",""0000001217733"",""BURGER CHICKEN"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""80701"",""Employee, 10"",""Card"",""20/06/2022 09:03:51 AM"","
"16942,""20/06/2022"",""2000033114154"",""GRILLED SANDWICH CHICKEN"",""1"",""11.90"",""0.88"",""VAT 8%"",""8.00%"",""Regular Sales"",""80701"",""Employee, 10"",""Card"",""20/06/2022 09:20:58 AM"","
